title,employer,department,salary,location,post_date,close_date,url
PhD Studentship: Numerical Investigation of Liquid Metal Magneto-Coriolis-Centrifugal Convection,Coventry University,Centre for Fluid and Complex Systems,Tuition Fees and Stipend,Coventry,2023-08-08,2023-10-25,https://www.jobs.ac.uk/job/DBX095/phd-studentship-numerical-investigation-of-liquid-metal-magneto-coriolis-centrifugal-convection
PhD Studentship: Anelastic Coriolis-Centrifugal Convection: A More Realistic Local Model for Planetary Interior Processes,Coventry University,Centre for Fluid and Complex Systems,Tuition Fees and Stipend,Coventry,2023-08-08,2023-10-25,https://www.jobs.ac.uk/job/DBX086/phd-studentship-anelastic-coriolis-centrifugal-convection-a-more-realistic-local-model-for-planetary-interior-processes
PhD Studentship: Numerical Investigation of Liquid Metal Magneto-Coriolis-Centrifugal Convection,Coventry University,Centre for Fluid and Complex Systems,Tuition Fees and Stipend,Coventry,2023-08-08,2023-10-25,https://www.jobs.ac.uk/job/DBX072/phd-studentship-numerical-investigation-of-liquid-metal-magneto-coriolis-centrifugal-convection
PhD Studentship: Correlation Ensembles in Complex Networks,Coventry University,Centre for Fluid and Complex Systems,Fully Funded with stipend,Coventry,2023-08-08,2023-10-25,https://www.jobs.ac.uk/job/DBX065/phd-studentship-correlation-ensembles-in-complex-networks
Law PhD Studentships,"Goldsmiths, University of London",,"From £18,000 a full fee waiver for home fees, an annual tax-free stipend, and a research training and general research allowance",New Cross,2023-08-08,2023-09-08,https://www.jobs.ac.uk/job/DBV485/law-phd-studentships
PhD Studentship in End-of-life Management of Wind-turbine Blade Materials and Structures,Imperial College London,Department of Mechanical Engineering,"£20,622 p.a.",London,2023-08-08,2023-11-02,https://www.jobs.ac.uk/job/DBV197/phd-studentship-in-end-of-life-management-of-wind-turbine-blade-materials-and-structures
PhD Studentship in AI applications in Healthcare: Advancing machine learning to achieve real-world early detection and personalised disease outcome prediction,University of Reading,"Informatics Research Centre, Henley Business School",The studentship includes full tuition fees (UK and international) plus stipend,Reading,2023-08-07,2023-09-10,https://www.jobs.ac.uk/job/DBW593/phd-studentship-in-ai-applications-in-healthcare-advancing-machine-learning-to-achieve-real-world-early-detection-and-personalised-disease-outcome-prediction
PhD Studentship: Visualisation of Digital Twin Data in the Operation and Maintenance of Buildings,Oxford Brookes University,Faculty of Technology Design and Environment - School of the Built Environment,"£18,622",Oxford,2023-08-07,2023-09-27,https://www.jobs.ac.uk/job/DBW298/phd-studentship-visualisation-of-digital-twin-data-in-the-operation-and-maintenance-of-buildings
PhD Studentship: Digital Twins for Improving Indoor Environment and Occupant Wellbeing,Oxford Brookes University,Faculty of Technology Design and Environment - School of Architecture,"£18,622",Oxford,2023-08-07,2023-10-01,https://www.jobs.ac.uk/job/DBW288/phd-studentship-digital-twins-for-improving-indoor-environment-and-occupant-wellbeing
PhD Studentship: Digital Twins: Post-Digital Books & the Library-Lab,Oxford Brookes University,Faculty of Technology Design and Environment - School of Arts,"£18,622",Oxford,2023-08-07,2023-09-29,https://www.jobs.ac.uk/job/DBW278/phd-studentship-digital-twins-post-digital-books-and-the-library-lab
PhD Studentship - Reducing Disease Transmission through Manipulation of Tick-grey Squirrel Interactions,University of Greenwich,Natural Resources Institute,"£18,622 Stipend in line with UKRI rate plus contribution to tuition fees at university’s home rate (3 years)",Greenwich,2023-08-07,2023-09-08,https://www.jobs.ac.uk/job/DBW133/phd-studentship-reducing-disease-transmission-through-manipulation-of-tick-grey-squirrel-interactions
PhD Studentship: Towards Productive Cyber Resilience and Safety Analysis in Model-Based System Engineering,Bournemouth University,Faculty of Science & Technology,"From £17,668 maintenance grant, per annum",Bournemouth,2023-08-04,2023-10-31,https://www.jobs.ac.uk/job/DBV303/phd-studentship-towards-productive-cyber-resilience-and-safety-analysis-in-model-based-system-engineering
PhD Studentship - Musculoskeletal Adaptations to Extreme Biting in Birds,University of Hull,,Not Specified,Kingston upon Hull,2023-08-04,2023-09-22,https://www.jobs.ac.uk/job/DBV152/phd-studentship-musculoskeletal-adaptations-to-extreme-biting-in-birds
PhD Studentship in Psychology,University of Hertfordshire,,"£18,622 p.a.",Hatfield,2023-08-03,2023-09-17,https://www.jobs.ac.uk/job/DBU625/phd-studentship-in-psychology
"PhD Studentship: Mechanochemical Approach for Safe, Environmentally-friendly Degradation of Chemical Warfare Agents (CWAs) and Other Toxic Materials",University of Birmingham,School of Chemistry,Fully-funded PhD position,Birmingham,2023-08-03,2023-09-15,https://www.jobs.ac.uk/job/DBU352/phd-studentship-mechanochemical-approach-for-safe-environmentally-friendly-degradation-of-chemical-warfare-agents-cwas-and-other-toxic-materials
"Multi-material metal 3D Printing for compact, lightweight heat exchangers for high power thermal management (2x Studentships)",University of Nottingham,,"£18,622 per annum (2023/24)",Nottingham,2023-08-03,2023-09-30,https://www.jobs.ac.uk/job/DBT795/multi-material-metal-3d-printing-for-compact-lightweight-heat-exchangers-for-high-power-thermal-management-2x-studentships
PhD Studentship: Biological Coagulant Recovery for Resilient and Sustainable Water and Wastewater Treatment,Cranfield University,,"£21,000 p.a.",Bedford,2023-08-03,2023-09-06,https://www.jobs.ac.uk/job/DBS924/phd-studentship-biological-coagulant-recovery-for-resilient-and-sustainable-water-and-wastewater-treatment
PhD Studentship: Behaviours of Nitrogen in the Future Green Steelmaking Routes,University of Warwick,,"£18,200 per annum",Coventry,2023-08-02,2023-10-31,https://www.jobs.ac.uk/job/DBT880/phd-studentship-behaviours-of-nitrogen-in-the-future-green-steelmaking-routes
PhD in Improved Forensic Analysis by Pure Shift NMR Spectroscopy,The University of Manchester,,"£22,822 per annum",Manchester,2023-08-02,2023-11-30,https://www.jobs.ac.uk/job/DBS241/phd-in-improved-forensic-analysis-by-pure-shift-nmr-spectroscopy
Techne Studentships 2024,"Royal Holloway, University of London",Techne AHRC Doctoral Training Partnership,"Stipend is £18,622 (£20,622 if London weighting applies)","Brighton, London, Surrey",2023-08-02,2023-09-30,https://www.jobs.ac.uk/job/DBQ814/techne-studentships-2024
"PhD Opportunity in Smart Sustainable Batteries for Reliability, Repairability & Recyclability (S2B3R)",University of Nottingham,Engineering,Not Specified,Nottingham,2023-08-01,2023-09-30,https://www.jobs.ac.uk/job/DBS925/phd-opportunity-in-smart-sustainable-batteries-for-reliability-repairability-and-recyclability-s2b3r
PhD Studentship: The Use of Surfactants to Improve Water Use Efficiency and Optimise Crop Yields,Cranfield University,,"£20,000 per annum",Cranfield,2023-07-31,2023-09-08,https://www.jobs.ac.uk/job/DBS206/phd-studentship-the-use-of-surfactants-to-improve-water-use-efficiency-and-optimise-crop-yields
PhD Studentship: High-fidelity CFD and Data-driven Modelling of Aerodynamic Noise Sources,University of Birmingham,School of Metallurgy and Materials,Not Specified,Birmingham,2023-07-31,2023-10-30,https://www.jobs.ac.uk/job/DBR893/phd-studentship-high-fidelity-cfd-and-data-driven-modelling-of-aerodynamic-noise-sources
PhD Studentship: Efficient ‘Whole-life’ anchoring systems for offshore floating renewables,University of Southampton,,"From £18,622 Funding: For UK students, Tuition Fees and a stipend, tax-free, per annum, for up to 3.5 years.",Southampton,2023-07-31,2023-09-30,https://www.jobs.ac.uk/job/DBR839/phd-studentship-efficient-whole-life-anchoring-systems-for-offshore-floating-renewables
"PhD Studentship: Additive and Advanced Manufacturing of High-Performance Electric Engines (Machines, Motors) in collaboration with Jaguar Land Rover",University of Bristol,Electrical and Electronic Engineering,"From £22,800 per annum for 4 years subject to eligibility status and confirmation of award",Bristol,2023-07-31,2023-09-08,https://www.jobs.ac.uk/job/DBP254/phd-studentship-additive-and-advanced-manufacturing-of-high-performance-electric-engines-machines-motors-in-collaboration-with-jaguar-land-rover
PhD Studentship: Developing High Performance Dynamic Elastomer Nanocomposites - Warwick Industrial Fellowship,University of Warwick,Warwick Manufacturing Group,"From £18,781 Stipend at the RCUK rate (current award, per annum) and tuition fees will be paid at the UK rate.","Coventry, Warwick",2023-07-28,2023-10-26,https://www.jobs.ac.uk/job/DBQ498/phd-studentship-developing-high-performance-dynamic-elastomer-nanocomposites-warwick-industrial-fellowship
PhD Towards Better Structural Steels Sections: Optimisation of High Frequency Induction Welded Line Pipe Products,University of Warwick,,"£17,668 stipend plus £3500 industrial top-up for 4 years","Coventry, Warwick",2023-07-28,2023-10-26,https://www.jobs.ac.uk/job/DBQ497/phd-towards-better-structural-steels-sections-optimisation-of-high-frequency-induction-welded-line-pipe-products
PhD in Development of an Advanced Microstructural Model for Strip Steel Phase Transformation Behaviour Using Sensor Signal Feedback,University of Warwick,,"£17,668 funding plus £3500 industrial top-up for 4 years","Coventry, Warwick",2023-07-28,2023-10-02,https://www.jobs.ac.uk/job/DBQ495/phd-in-development-of-an-advanced-microstructural-model-for-strip-steel-phase-transformation-behaviour-using-sensor-signal-feedback
PhD Studentship: Determination of Thermal Ageing Mechanism(s) in LWR Primary Circuit Pressure Boundary Material,University of Bristol,,"Funding: This project is fully funded under the UKRI iCase scheme, with UK fees covered. The student will receive a £18,622 stipend + £1500 top-up. Note that international fees are not covered.",Bristol,2023-07-28,2023-09-25,https://www.jobs.ac.uk/job/DBP861/phd-studentship-determination-of-thermal-ageing-mechanisms-in-lwr-primary-circuit-pressure-boundary-material
PhD Studentship: Advanced Characterisation of Stress Corrosion Cracking in Long-term Aqueous Storage of 20-25Nb AGR Cladding,University of Bristol,,"Funding: This project is fully funded under the UKRI iCase scheme, with UK fees covered. The student will receive a £18,622 stipend + £1500 top-up. Note that international fees are not covered.",Bristol,2023-07-28,2023-09-25,https://www.jobs.ac.uk/job/DBP860/phd-studentship-advanced-characterisation-of-stress-corrosion-cracking-in-long-term-aqueous-storage-of-20-25nb-agr-cladding
PhD Studentship – Quantitative Magnetic Resonance Imaging MRI of the Spine,UCL,,"From £20,000 an annual tax-free stipend (around £20000 p.a.) and tuition fees at the UK rate",London,2023-07-27,2023-09-15,https://www.jobs.ac.uk/job/DBQ042/phd-studentship-quantitative-magnetic-resonance-imaging-mri-of-the-spine
2023 CDT PhD Studentships,The University of Manchester,Centre for Doctoral Training (CDT) in Science and Applications of Graphene and Related Nanomaterials (Graphene NOWNANO),Not Specified,Manchester,2023-07-27,2023-10-27,https://www.jobs.ac.uk/job/DBP673/2023-cdt-phd-studentships
PhD Studentship: Responsible and Trustworthy AI,University of Southampton,Faculty of Physical Sciences and Engineering,"Funding: For UK students, Tuition Fees and a stipend of £18,622 tax-free per annum for up to 3.5 years",Southampton,2023-07-26,2023-09-30,https://www.jobs.ac.uk/job/DBP640/phd-studentship-responsible-and-trustworthy-ai
EPSRC CASE Conversion Studentship with Liebherr Machines Bulle,University of Nottingham,Engineering,"The PhD studentship will cover fees and tax-free standard UKRI stipend of £18,622 p.a. for 4 years.",Nottingham,2023-07-24,2023-09-30,https://www.jobs.ac.uk/job/DBN901/epsrc-case-conversion-studentship-with-liebherr-machines-bulle
PhD Studentship: Alternate Power Converter Topologies for E-Mobility,University of Nottingham,Engineering,Not Specified,Nottingham,2023-07-24,2023-09-15,https://www.jobs.ac.uk/job/DBN893/phd-studentship-alternate-power-converter-topologies-for-e-mobility
Fully Funded Swansea Physics Under-represented Group Doctoral Studentship,Swansea University,Physics,"£18,622 p.a.",Swansea,2023-07-24,2023-09-18,https://www.jobs.ac.uk/job/DBN811/fully-funded-swansea-physics-under-represented-group-doctoral-studentship
PhD Project: Machine-learning-guided Design of Efficient Sustainable Materials for Hydrogenation Photocatalysis,University of Warwick,,A fully funded 4-year PhD project,Coventry,2023-07-24,2023-03-01,https://www.jobs.ac.uk/job/DBN781/phd-project-machine-learning-guided-design-of-efficient-sustainable-materials-for-hydrogenation-photocatalysis
PhD Studentship: Property-driven Generative Machine Learning for Tailored Materials Design,University of Warwick,,A fully funded 4-year PhD project,Coventry,2023-07-24,2023-03-01,https://www.jobs.ac.uk/job/DBN775/phd-studentship-property-driven-generative-machine-learning-for-tailored-materials-design
PhD Project: Computational Design of Topological Defects in Graphene,University of Warwick,,Funded by the Leverhulme Trust,Coventry,2023-07-24,2023-03-01,https://www.jobs.ac.uk/job/DBN768/phd-project-computational-design-of-topological-defects-in-graphene
PhD Studentship in Machine Learning and Molecular Dynamics,Newcastle University,,"£18,622 (UKRI rate for 23/24)",Newcastle upon Tyne,2023-07-21,2023-09-29,https://www.jobs.ac.uk/job/DBM614/phd-studentship-in-machine-learning-and-molecular-dynamics
PhD Studentship: Association of Von Willebrand Factor Genetic Variation and Levels with Cardiovascular Disease Outcomes,University of Hull,Centre for Biomedicine,"£18,622 per annum",Kingston upon Hull,2023-07-19,2023-09-29,https://www.jobs.ac.uk/job/DBL200/phd-studentship-association-of-von-willebrand-factor-genetic-variation-and-levels-with-cardiovascular-disease-outcomes
PhD Studentship - Association of Von Willebrand Factor Genetic Variation and Levels with Cardiovascular Disease Outcomes,University of Hull,,Not Specified,Kingston upon Hull,2023-07-19,2023-09-29,https://www.jobs.ac.uk/job/DBL157/phd-studentship-association-of-von-willebrand-factor-genetic-variation-and-levels-with-cardiovascular-disease-outcomes
PhD Studentship: Inverse Synthetic Aperture Radar Imagery for Space Domain Awareness from Space,University of Birmingham,"Department of Electronic, Electrical and Systems Engineering",ICASE funding by Airbus and EPSRC.,Birmingham,2023-07-19,2023-10-01,https://www.jobs.ac.uk/job/DBK954/phd-studentship-inverse-synthetic-aperture-radar-imagery-for-space-domain-awareness-from-space
PhD Studentship: Engineering Education (Remote Laboratories),The University of Edinburgh,,Tuition fees + stipend are available for Home/EU and international student,Edinburgh,2023-07-19,2023-04-12,https://www.jobs.ac.uk/job/DBK634/phd-studentship-engineering-education-remote-laboratories
PhD Studentship: SRAS++: Using Acoustic Waves to Measure the Single Crystal Elasticity of Aerospace Alloys,University of Nottingham,Engineering,Not Specified,Nottingham,2023-07-18,2023-09-30,https://www.jobs.ac.uk/job/DBK572/phd-studentship-sras-using-acoustic-waves-to-measure-the-single-crystal-elasticity-of-aerospace-alloys
PhD Studentship: in Advanced Study into Microdamage Phenomena in Composite Materials for Hydrogen Economy,University of Warwick,,"£18,622 per annum",Coventry,2023-07-17,2023-10-15,https://www.jobs.ac.uk/job/DBJ619/phd-studentship-in-advanced-study-into-microdamage-phenomena-in-composite-materials-for-hydrogen-economy
PhD Studentship: Advances in HV SiC Power Devices for EV Applications,University of Warwick,School of Engineering,"The award will cover tuition fees at the UK fee level plus a tax-free stipend of £18,622 per annum for 3.5 years of full-time study. International students are welcome to apply but must meet the fee difference themselves.",Coventry,2023-07-17,2023-09-30,https://www.jobs.ac.uk/job/DBJ446/phd-studentship-advances-in-hv-sic-power-devices-for-ev-applications
PhD Studentship: Learning in Multi-Agent Systems,Loughborough University,Computer Science,Not Specified,Loughborough,2023-07-17,2023-09-25,https://www.jobs.ac.uk/job/DBJ432/phd-studentship-learning-in-multi-agent-systems
PhD Studentship: Metallurgy and Materials International Excellence Studentship 23/24 - Theory and Simulation of Materials,University of Birmingham,School of Metallurgy and Materials,"Fully covers both an annual stipend (in line with UKRI guidelines), and the tuition fees",Birmingham,2023-07-14,2023-09-17,https://www.jobs.ac.uk/job/DBI430/phd-studentship-metallurgy-and-materials-international-excellence-studentship-23-24-theory-and-simulation-of-materials
PhD Studentship - Crafting Hybrid Perovskites for Photochemical Supercapacitors,University of Nottingham,Engineering,See advert for details,Nottingham,2023-07-14,2023-10-13,https://www.jobs.ac.uk/job/DBH992/phd-studentship-crafting-hybrid-perovskites-for-photochemical-supercapacitors
PhD Studentship : Taiwan Research Hub,University of Nottingham,Politics and International Relations,"£10,000 per annum for 3 years (full-time)See advert for details",Nottingham,2023-07-12,2023-10-16,https://www.jobs.ac.uk/job/DBG580/phd-studentship-taiwan-research-hub
PhD Studentship: Landing Gear Aerodynamics & Aeroacoustics,University of Southampton,,"£17,668 tax-free per annum",Southampton,2023-07-11,2023-08-31,https://www.jobs.ac.uk/job/DBF400/phd-studentship-landing-gear-aerodynamics-and-aeroacoustics
PhD Studentship - EPSRC Industrial CASE PhD Studentship - Epitaxial Growth and Characterisation of Novel Materials for Long-Wavelength Semiconductor Lasers & Detectors,University of Sheffield,National Epitaxy Facility - Department of Electronic & Electrical Engineering,"£17,668 - please see advert",Sheffield,2023-07-07,2023-10-01,https://www.jobs.ac.uk/job/DBD414/phd-studentship-epsrc-industrial-case-phd-studentship-epitaxial-growth-and-characterisation-of-novel-materials-for-long-wavelength-semiconductor-lasers-and-detectors
PhD Studentship: Ion Irradiation of Advanced Nuclear Fuels,The University of Manchester,,Fully funded,Manchester,2023-07-07,2023-10-01,https://www.jobs.ac.uk/job/DBB608/phd-studentship-ion-irradiation-of-advanced-nuclear-fuels
PhD/EngD Studentship: UK Electricity Market and the Integration of Renewables Project Proposal,University of Strathclyde,,Sponsored by Oceans Wind,Glasgow,2023-07-07,2023-10-07,https://www.jobs.ac.uk/job/DBB572/phd-engd-studentship-uk-electricity-market-and-the-integration-of-renewables-project-proposal
PhD Studentship in Composite Materials in Extreme Environments (AE0035_v2),Imperial College London,Departments of Aeronautics,"£19,668 p.a.",London,2023-07-06,2023-10-04,https://www.jobs.ac.uk/job/DBD236/phd-studentship-in-composite-materials-in-extreme-environments-ae0035_v2
PhD Studentship: Modelling Gas-microdroplet Interaction and Dispersion for Decontamination Applications,The University of Edinburgh,,Tuition fees and stipend,Edinburgh,2023-07-06,2023-09-07,https://www.jobs.ac.uk/job/DBD168/phd-studentship-modelling-gas-microdroplet-interaction-and-dispersion-for-decontamination-applications
Funded PhD Studentship in Semiconductor Epitaxy at the UK National Epitaxy Facility,University of Sheffield,"National Epitaxy Facility, Department of Electronic & Electrical Engineering",Not Specified,Sheffield,2023-07-06,2023-12-31,https://www.jobs.ac.uk/job/DBC571/funded-phd-studentship-in-semiconductor-epitaxy-at-the-uk-national-epitaxy-facility
PhD Studentship - Modelling and Control of Turbulent Flows,University of Sheffield,,"standard home tuition fees and a stipend of £17,668 tax-free per annum for up to 3.5 years - For international students, please contact: m.i.boulis@sheffield.ac.uk for more details about overseas fees.",Sheffield,2023-07-05,2023-10-05,https://www.jobs.ac.uk/job/DBC497/phd-studentship-modelling-and-control-of-turbulent-flows
PhD Studentship: Spontaneous and Forced Capillary Flows on Liquid Surfaces,The University of Edinburgh,,See Funding section below,Edinburgh,2023-07-05,2023-06-27,https://www.jobs.ac.uk/job/DBC424/phd-studentship-spontaneous-and-forced-capillary-flows-on-liquid-surfaces
PhD Studentship: Smart Surfaces for Anti-Scaling,The University of Edinburgh,,See Funding section below,Edinburgh,2023-07-05,2023-06-27,https://www.jobs.ac.uk/job/DBC418/phd-studentship-smart-surfaces-for-anti-scaling
PhD Studentship: Saline Droplet Evaporation for Engineering Applications,The University of Edinburgh,,See Funding section below,Edinburgh,2023-07-05,2023-07-05,https://www.jobs.ac.uk/job/DBC413/phd-studentship-saline-droplet-evaporation-for-engineering-applications
PhD Studentship: Flow Inside Supersaturated Saline Droplets,The University of Edinburgh,,See Funding section below,Edinburgh,2023-07-05,2023-11-18,https://www.jobs.ac.uk/job/DBC397/phd-studentship-flow-inside-supersaturated-saline-droplets
PhD Studentship: Electric Field Control of Liquid Surfaces for Microfluidics,The University of Edinburgh,,See Funding section below,Edinburgh,2023-07-05,2023-06-27,https://www.jobs.ac.uk/job/DBC395/phd-studentship-electric-field-control-of-liquid-surfaces-for-microfluidics
PhD Studentship: MyWorld: Intelligent Underwater Scene Representation,University of Bristol,Electrical and Electronic Engineering,"From £17,668 annual stipend, subject to eligibility status and confirmation of award",Bristol,2023-07-05,2023-09-30,https://www.jobs.ac.uk/job/DBC173/phd-studentship-myworld-intelligent-underwater-scene-representation
3-Year PhD Studentship: 3D Multi-material Inkjet Printing Scale-up for Functional Structures and Electronics,University of Nottingham,Engineering,Competitive Salary,Nottingham,2023-07-04,2023-11-30,https://www.jobs.ac.uk/job/DBB742/3-year-phd-studentship-3d-multi-material-inkjet-printing-scale-up-for-functional-structures-and-electronics
PhD Candidate in History of Islam/Arabic Studies,Leiden University,Institute for Area Studies (LIAS),"£2,184.84 to £2,791.88 gross per month, pay-scale PhD candidates in accordance with the Collective Labour Agreement for Dutch Universities; negotiations for a new CLA are ongoing",Leiden,2023-07-04,2023-09-15,https://www.jobs.ac.uk/job/DBB499/phd-candidate-in-history-of-islam-arabic-studies
PhD Studentship: From Text to Tech: Shaping the Future of Physics-Based Simulations with AI-Driven Generative Models,University of Birmingham,School of Civil Engineering,The funding will cover home/UK studentship tuition fees and UKRI stipends,Birmingham,2023-07-03,2023-09-30,https://www.jobs.ac.uk/job/DAZ222/phd-studentship-from-text-to-tech-shaping-the-future-of-physics-based-simulations-with-ai-driven-generative-models
PhD Scholarship - The Future of Work: Exploring the Influence of Flexible Work Options on Organisational Innovation,University College Cork,,"£15,838.66 - please see advert",Cork,2023-06-30,2023-10-06,https://www.jobs.ac.uk/job/DAX532/phd-scholarship-the-future-of-work-exploring-the-influence-of-flexible-work-options-on-organisational-innovation
A 4-year PhD studentship in Iridium degradation tracking and quantification in Catalyst Coated Membranes for water electrolysis,UCL,UCL Chemistry Department,Studentship only covers home fees,London,2023-06-30,2023-09-30,https://www.jobs.ac.uk/job/DAT015/a-4-year-phd-studentship-in-iridium-degradation-tracking-and-quantification-in-catalyst-coated-membranes-for-water-electrolysis
PhD Studentship - A Study on Pressure Swing Adsorption (PSA) for CO2 Capture,The University of Edinburgh,,Not Specified,Edinburgh,2023-06-27,2023-11-15,https://www.jobs.ac.uk/job/DAW845/phd-studentship-a-study-on-pressure-swing-adsorption-psa-for-co2-capture
PhD Studentship: Development of Agent-Based Modelling for Prospective and Retrospective Assessment of Pandemic Interventions,University of Cambridge,"MRC Biostatistics Unit, University of Cambridge",Not Specified,Cambridge,2023-06-26,2023-09-18,https://www.jobs.ac.uk/job/DAV787/phd-studentship-development-of-agent-based-modelling-for-prospective-and-retrospective-assessment-of-pandemic-interventions
PhD Studentship - The Role of Mito-Nuclear Interactions in Phenotypic Expression of Mitochondrial DNA Mutations,University of Birmingham,School of Biosciences,This studentship covers fees (tuition and stipend) for 3-year home (UK) PhD student. International students are welcome to apply but they may be required to cover the tuition fee differences between the home and international students.,Birmingham,2023-06-22,2023-09-30,https://www.jobs.ac.uk/job/DAT862/phd-studentship-the-role-of-mito-nuclear-interactions-in-phenotypic-expression-of-mitochondrial-dna-mutations
PhD Studentship: Nonlinear System Identification and Deep Learning for Neurodegenerative Disease Detection,Coventry University,Centre for Computational Science and Mathematical Modelling,Fully Funded with stipend,Coventry,2023-06-21,2023-09-15,https://www.jobs.ac.uk/job/DAT103/phd-studentship-nonlinear-system-identification-and-deep-learning-for-neurodegenerative-disease-detection
PhD Studentship: Metallurgy and Materials International Excellence Doctoral Studentship 2023/24,University of Birmingham,School of Metallurgy and Materials,UKRI funded doctoral studentship,Birmingham,2023-06-21,2023-09-17,https://www.jobs.ac.uk/job/DAT013/phd-studentship-metallurgy-and-materials-international-excellence-doctoral-studentship-2023-24
PhD Studentship: Learning to swim with ray-inspired sensing and morphing,University of Southampton,Faculty of Physical Sciences and Engineering,"From £18,622 For UK students, ‘home’ Tuition Fees and a stipend for UK residents and provides an annual stipend, tax-free (with ~2.5% annual increase) for up to 3.5 years",Southampton,2023-06-19,2023-09-16,https://www.jobs.ac.uk/job/DAR362/phd-studentship-learning-to-swim-with-ray-inspired-sensing-and-morphing
PhD Studentship: Novel transceiver design for integrated sensing and communications,University of Southampton,,Not Specified,Southampton,2023-06-19,2023-09-15,https://www.jobs.ac.uk/job/DAR356/phd-studentship-novel-transceiver-design-for-integrated-sensing-and-communications
PhD Studentship: Soft robotic buckling pulse jet propulsion,University of Southampton,Faculty of Physical Sciences and Engineering,"From £18,622 The funding covers ‘home’ tuition fees for UK residents and provides an annual stipend. (with ~2.5% annual increase) in line with UKRI (UK Research and Innovation) student stipends.",Southampton,2023-06-19,2023-09-16,https://www.jobs.ac.uk/job/DAR338/phd-studentship-soft-robotic-buckling-pulse-jet-propulsion
Royal Charter 40th Anniversary Scholarships in Law,University of Buckingham,Law School,Full fees Home students equivalent,Buckingham,2023-06-19,2023-09-30,https://www.jobs.ac.uk/job/DAR295/royal-charter-40th-anniversary-scholarships-in-law
PhD Studentship: Passive propulsion in vortex wakes,University of Southampton,Engineering & Environment,"From £18,622 For UK students, ‘home’ Tuition Fees and a stipend for UK residents and provides a stipend, tax-free, per annum (with ~2.5% annual increase) for up to 3.5 years",Southampton,2023-06-19,2023-09-16,https://www.jobs.ac.uk/job/DAR275/phd-studentship-passive-propulsion-in-vortex-wakes
MTC Sponsored PhD Studentship in Cold Spray as a High Throughput Additive Manufacturing Process ENG1682,University of Nottingham,Engineering,"£27,190 - please see advert",Nottingham,2023-06-16,2023-12-15,https://www.jobs.ac.uk/job/DAP797/mtc-sponsored-phd-studentship-in-cold-spray-as-a-high-throughput-additive-manufacturing-process-eng1682
PhD Studentship: An Exploration of Data-driven Analytics and Digital Twins for Sustainable Manufacturing in Industry 4.0,University of Exeter,The Business School,"From £17,409 per year",Exeter,2023-06-16,2023-09-30,https://www.jobs.ac.uk/job/DAP640/phd-studentship-an-exploration-of-data-driven-analytics-and-digital-twins-for-sustainable-manufacturing-in-industry-40
PhD Studentship - Combination of Sensor Fusion and Machine Learning for Subsea Structure Inspection,University of Strathclyde,,Not Specified,Glasgow,2023-06-15,2023-09-15,https://www.jobs.ac.uk/job/DAO985/phd-studentship-combination-of-sensor-fusion-and-machine-learning-for-subsea-structure-inspection
PhD Studentship - Structural Health Monitoring and Conditioning of Wind Turbines via Sensor Fusion Inspection,University of Strathclyde,,Not Specified,Glasgow,2023-06-15,2023-09-15,https://www.jobs.ac.uk/job/DAO956/phd-studentship-structural-health-monitoring-and-conditioning-of-wind-turbines-via-sensor-fusion-inspection
"PhD Studentship: Joint MTC-UoB PhD Scholarship on High-Speed Laser Micro-Hole Drilling Process for Zero-Emission Transportation, Low-Carbon Energy and Clean Aerospace Applications",University of Birmingham,,"£24,021 per annum (TAX free stipend) and tuition fee for 3.5 years",Birmingham,2023-06-12,2023-09-12,https://www.jobs.ac.uk/job/DAM605/phd-studentship-joint-mtc-uob-phd-scholarship-on-high-speed-laser-micro-hole-drilling-process-for-zero-emission-transportation-low-carbon-energy-and-clean-aerospace-applications
Joint MTC-UoB PhD Scholarship on Laser Enabled Hybrid-Manufacturing Technologies for Surface Functionalisation,University of Birmingham,,"£24,021 per annum (TAX free stipend) and tuition fee for 3.5 years",Birmingham,2023-06-12,2023-09-12,https://www.jobs.ac.uk/job/DAM595/joint-mtc-uob-phd-scholarship-on-laser-enabled-hybrid-manufacturing-technologies-for-surface-functionalisation
PhD Studentship: Sustainable Aviation Fuel Flexible Aircraft Engine Emissions Modelling,University of Birmingham,Department of Mechanical Engineering,See advert,Birmingham,2023-06-12,2023-09-09,https://www.jobs.ac.uk/job/DAM465/phd-studentship-sustainable-aviation-fuel-flexible-aircraft-engine-emissions-modelling
PhD Studentship in Lubrication in an Inert Gas Environment - A New Route to Sustainability,Imperial College London,Department of Mechanical Engineering,an annual tax-free stipend of approximately £20k,London,2023-06-09,2023-09-07,https://www.jobs.ac.uk/job/DAL538/phd-studentship-in-lubrication-in-an-inert-gas-environment-a-new-route-to-sustainability
PhD Opportunity in Critical Metal Recovery from Wastes using Bioleaching and Electrodialysis,University of Nottingham,Engineering,"Full funding for the duration of the PhD program (3 years), including a stipend and tuition fees.",Nottingham,2023-06-08,2023-11-30,https://www.jobs.ac.uk/job/DAK410/phd-opportunity-in-critical-metal-recovery-from-wastes-using-bioleaching-and-electrodialysis
PhD Studentship in The use of High-Fidelity Finite Element Modelling in the Iterative Aerospace Design Process,University of Nottingham,,"£18,000 per annum for four years",Nottingham,2023-06-08,2023-09-07,https://www.jobs.ac.uk/job/DAK387/phd-studentship-in-the-use-of-high-fidelity-finite-element-modelling-in-the-iterative-aerospace-design-process
